Ensembl_ID,protein_name,gene_name
ENSP00000244930,Mammaglobin-B (Lacryglobin) (Lipophilin-C) (Mammaglobin-2) (Secretoglobin family 2A member 1),SCGB2A1 LIPHC MGB2 UGB3
ENSP00000245046,ER membrane protein complex subunit 3 (Transmembrane protein 111),EMC3 TMEM111
ENSP00000245105,SH3 domain and tetratricopeptide repeat-containing protein 1,SH3TC1
ENSP00000245121,Katanin p60 ATPase-containing subunit A-like 2 (Katanin p60 subunit A-like 2) (EC 5.6.1.1) (p60 katanin-like 2),KATNAL2
ENSP00000245157,Bardet-Biedl syndrome 2 protein,BBS2
ENSP00000245185,Metallothionein-2 (MT-2) (Metallothionein-2A) (Metallothionein-II) (MT-II),MT2A CES1 MT2
ENSP00000245206,"Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Fatty acid-binding protein) (FABP-1) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Plasma membrane-associated fatty acid-binding protein) (FABPpm) (Transaminase A)",GOT2 KYAT4
ENSP00000245222,Sphingosine kinase 2 (SK 2) (SPK 2) (EC 2.7.1.91),SPHK2 SK2
ENSP00000245255,Piwi-like protein 1 (EC 3.1.26.-),PIWIL1 HIWI
ENSP00000245304,Ras-related protein Rap-2a (EC 3.6.5.2) (RbBP-30),RAP2A
ENSP00000245312,"Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (ASBT) (Ileal Na(+)/bile acid cotransporter) (Ileal sodium-dependent bile acid transporter) (IBAT) (ISBT) (Na(+)-dependent ileal bile acid transporter) (Sodium/taurocholate cotransporting polypeptide, ileal) (Solute carrier family 10 member 2)",SLC10A2 ASBT ISBT NTCP2
ENSP00000245323,Ephrin-B2 (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L),EFNB2 EPLG5 HTKL LERK5
ENSP00000245407,Organic cation/carnitine transporter 2 (High-affinity sodium-dependent carnitine cotransporter) (Solute carrier family 22 member 5),SLC22A5 OCTN2
ENSP00000245414,Interferon regulatory factor 1 (IRF-1),IRF1
ENSP00000245451,Bone morphogenetic protein 4 (BMP-4) (Bone morphogenetic protein 2B) (BMP-2B),BMP4 BMP2B DVR4
ENSP00000245457,Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor),PTGER2
ENSP00000245479,Transcription factor SOX-9,SOX9
ENSP00000245503,"Myosin-2 (Myosin heavy chain 2) (Myosin heavy chain 2a) (MyHC-2a) (Myosin heavy chain IIa) (MyHC-IIa) (Myosin heavy chain, skeletal muscle, adult 2)",MYH2 MYHSA2
ENSP00000245539,"28S ribosomal protein S7, mitochondrial (MRP-S7) (S7mt) (Mitochondrial small ribosomal subunit protein uS7m) (bMRP-27a) (bMRP27a)",MRPS7
ENSP00000245543,Armadillo repeat-containing protein 7,ARMC7
ENSP00000245544,Nuclear pore complex protein Nup85 (85 kDa nucleoporin) (FROUNT) (Nucleoporin Nup75) (Nucleoporin Nup85) (Pericentrin-1),NUP85 NUP75 PCNT1
ENSP00000245552,"5'(3')-deoxyribonucleotidase, cytosolic type (EC 3.1.3.-) (Cytosolic 5',3'-pyrimidine nucleotidase) (Deoxy-5'-nucleotidase 1) (dNT-1)",NT5C DNT1 UMPH2
ENSP00000245564,Protein misato homolog 1,MSTO1 LST005 SLTP005
ENSP00000245615,Lysophospholipid acyltransferase 7 (LPLAT 7) (EC 2.3.1.-) (1-acylglycerophosphatidylinositol O-acyltransferase) (Bladder and breast carcinoma-overexpressed gene 1 protein) (Leukocyte receptor cluster member 4) (Lysophosphatidylinositol acyltransferase) (LPIAT) (Lyso-PI acyltransferase) (Membrane-bound O-acyltransferase domain-containing protein 7) (O-acyltransferase domain-containing protein 7) (h-mboa-7),MBOAT7 BB1 LENG4 OACT7
ENSP00000245620,Leukocyte immunoglobulin-like receptor subfamily B member 3 (LIR-3) (Leukocyte immunoglobulin-like receptor 3) (CD85 antigen-like family member A) (Immunoglobulin-like transcript 5) (ILT-5) (Monocyte inhibitory receptor HL9) (CD antigen CD85a),LILRB3 ILT5 LIR3
ENSP00000245680,Solute carrier family 35 member F5 (Hepatitis C virus NS5A-transactivated protein 3) (HCV NS5A-transactivated protein 3),SLC35F5 NS5ATP3 UNQ2545/PRO6097
ENSP00000245787,Insulin-induced gene 2 protein (INSIG-2),INSIG2
ENSP00000245796,PH and SEC7 domain-containing protein 4 (Exchange factor for ADP-ribosylation factor guanine nucleotide factor 6 B) (Exchange factor for ARF6 B) (Pleckstrin homology and SEC7 domain-containing protein 4) (Telomeric of interleukin-1 cluster protein),PSD4 EFA6B TIC
ENSP00000245810,Persephin (PSP),PSPN
ENSP00000245812,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 7) (Spermatogenesis cell proliferation-related protein) (Spermatogenesis-associated protein 11)",ALKBH7 ABH7 SPATA11 UNQ6002/PRO34564
ENSP00000245816,"ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)",CLPP
ENSP00000245817,Tumor necrosis factor ligand superfamily member 9 (4-1BB ligand) (4-1BBL),TNFSF9
ENSP00000245838,THO complex subunit 2 (Tho2) (hTREX120),THOC2 CXorf3
ENSP00000245903,CD70 antigen (CD27 ligand) (CD27-L) (Tumor necrosis factor ligand superfamily member 7) (CD antigen CD70),CD70 CD27L CD27LG TNFSF7
ENSP00000245907,Complement C3 (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 1) [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc); Complement C3 alpha chain; C3a anaphylatoxin; Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2],C3 CPAMD1
ENSP00000245908,SH2 domain-containing protein 3A (Novel SH2-containing protein 1),SH2D3A NSP1 UNQ175/PRO201
ENSP00000245919,"Protein FosB (FosB proto-oncogene, AP-1 transcription factor subunit) (G0/G1 switch regulatory protein 3) (Transcription factor AP-1 subunit FosB)",FOSB G0S3
ENSP00000245923,Reticulon-2 (Neuroendocrine-specific protein-like 1) (NSP-like protein 1) (Neuroendocrine-specific protein-like I) (NSP-like protein I) (NSPLI),RTN2 NSPL1
ENSP00000245932,Vasodilator-stimulated phosphoprotein (VASP),VASP
ENSP00000245934,Symplekin,SYMPK SPK
ENSP00000245960,M-phase inducer phosphatase 2 (EC 3.1.3.48) (Dual specificity phosphatase Cdc25B),CDC25B CDC25HU2
ENSP00000245983,Progonadoliberin-2 (Progonadoliberin II) [Cleaved into: Gonadoliberin-2 (Gonadoliberin II) (Gonadotropin-releasing hormone II) (GnRH II) (Luliberin II) (Luteinizing hormone-releasing hormone II) (LH-RH II); GnRH-associated peptide 2 (GnRH-associated peptide II)],GNRH2
ENSP00000246006,Complement component C1q receptor (C1q/MBL/SPA receptor) (C1qR) (C1qR(p)) (C1qRp) (CDw93) (Complement component 1 q subcomponent receptor 1) (Matrix-remodeling-associated protein 4) (CD antigen CD93),CD93 C1QR1 MXRA4
ENSP00000246012,Cystatin-8 (Cystatin-related epididymal spermatogenic protein),CST8 CRES
ENSP00000246024,Thioredoxin-related transmembrane protein 4 (Thioredoxin domain-containing protein 13),TMX4 KIAA1162 TXNDC13 PSEC0095 UNQ475/PRO938
ENSP00000246062,Molecular chaperone MKKS (Bardet-Biedl syndrome 6 protein) (McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin),MKKS BBS6
ENSP00000246069,Destrin (Actin-depolymerizing factor) (ADF),DSTN ACTDP DSN
ENSP00000246070,Lysosome-associated membrane glycoprotein 5 (Brain and dendritic cell-associated LAMP) (Brain-associated LAMP-like protein) (BAD-LAMP) (Lysosome-associated membrane protein 5) (LAMP-5),LAMP5 C20orf103
ENSP00000246071,U2 small nuclear ribonucleoprotein B'' (U2 snRNP B''),SNRPB2
ENSP00000246080,Transcription factor 15 (TCF-15) (Class A basic helix-loop-helix protein 40) (bHLHa40) (Paraxis) (Protein bHLH-EC2),TCF15 BHLHA40 BHLHEC2
ENSP00000246081,Otoraplin (Fibrocyte-derived protein) (Melanoma inhibitory activity-like protein),OTOR FDP MIAL UNQ3054/PRO9873
ENSP00000246104,Transcriptional repressor scratch 2 (Scratch homolog 2 zinc finger protein),SCRT2 FP7030
ENSP00000246105,"Beta-defensin 129 (Beta-defensin 29) (DEFB-29) (Defensin, beta 129)",DEFB129 C20orf87 DEFB29 UNQ5794/PRO19599
ENSP00000246112,Transducin-like enhancer protein 6,TLE6
ENSP00000246115,Sphingosine 1-phosphate receptor 4 (S1P receptor 4) (S1P4) (Endothelial differentiation G-protein coupled receptor 6) (Sphingosine 1-phosphate receptor Edg-6) (S1P receptor Edg-6),S1PR4 EDG6
ENSP00000246117,BOS complex subunit NCLN (Nicalin) (Nicastrin-like protein),NCLN
ENSP00000246151,PITH domain-containing protein 1,PITHD1 C1orf128 AD039 HT014 PP603
ENSP00000246166,Protein farnesyltransferase subunit beta (FTase-beta) (EC 2.5.1.58) (CAAX farnesyltransferase subunit beta) (Ras proteins prenyltransferase subunit beta),FNTB
ENSP00000246186,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],MMP24 MT5MMP
ENSP00000246190,N-terminal EF-hand calcium-binding protein 3 (Amyloid-beta A4 protein-binding family A member 2-binding protein) (Nek2-interacting protein 1) (Neuronal calcium-binding protein 3) (X11L-binding protein 51),NECAB3 APBA2BP NIP1 SYTIP2 XB51
ENSP00000246194,RNA-binding protein Raly (Autoantigen p542) (Heterogeneous nuclear ribonucleoprotein C-like 2) (hnRNP core protein C-like 2) (hnRNP associated with lethal yellow protein homolog),RALY HNRPCL2 P542
ENSP00000246229,Zinc finger protein PLAGL2 (Pleiomorphic adenoma-like protein 2),PLAGL2 KIAA0198
ENSP00000246337,Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37),UROD
ENSP00000246421,Solute carrier family 35 member E2A,SLC35E2A SLC35E2
ENSP00000246515,Secreted Ly-6/uPAR-related protein 1 (SLURP-1) (ARS component B) (ARS(component B)-81/S) (Anti-neoplastic urinary protein) (ANUP),SLURP1 ARS
ENSP00000246532,IGF-like family receptor 1 (Transmembrane protein 149) (U2 small nuclear RNA auxiliary factor 1-like 4),IGFLR1 TMEM149 U2AF1L4
ENSP00000246533,Calpain small subunit 1 (CSS1) (Calcium-activated neutral proteinase small subunit) (CANP small subunit) (Calcium-dependent protease small subunit) (CDPS) (Calcium-dependent protease small subunit 1) (Calpain regulatory subunit),CAPNS1 CAPN4 CAPNS
ENSP00000246535,Programmed cell death protein 2-like,PDCD2L
ENSP00000246548,SUMO-activating enzyme subunit 2 (EC 2.3.2.-) (Anthracycline-associated resistance ARX) (Ubiquitin-like 1-activating enzyme E1B) (Ubiquitin-like modifier-activating enzyme 2),UBA2 SAE2 UBLE1B HRIHFB2115
ENSP00000246551,Hematopoietic cell signal transducer (DNAX-activation protein 10) (Membrane protein DAP10) (Transmembrane adapter protein KAP10),HCST DAP10 KAP10 PIK3AP UNQ587/PRO1157
ENSP00000246553,Free fatty acid receptor 1 (G-protein coupled receptor 40),FFAR1 GPR40
ENSP00000246554,Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1),COX6B1 COX6B
ENSP00000246635,"Keratin, type I cytoskeletal 13 (Cytokeratin-13) (CK-13) (Keratin-13) (K13)",KRT13
ENSP00000246657,C-C chemokine receptor type 7 (C-C CKR-7) (CC-CKR-7) (CCR-7) (BLR2) (CDw197) (Epstein-Barr virus-induced G-protein coupled receptor 1) (EBI1) (EBV-induced G-protein coupled receptor 1) (MIP-3 beta receptor) (CD antigen CD197),CCR7 CMKBR7 EBI1 EVI1
ENSP00000246662,"Keratin, type I cytoskeletal 9 (Cytokeratin-9) (CK-9) (Keratin-9) (K9)",KRT9
ENSP00000246672,Nuclear receptor subfamily 1 group D member 1 (Rev-erbA-alpha) (V-erbA-related protein 1) (EAR-1),NR1D1 EAR1 HREV THRAL
ENSP00000246747,ADP-ribosylation factor-like protein 2,ARL2
ENSP00000246792,Ras-related protein R-Ras (EC 3.6.5.-) (p23),RRAS
ENSP00000246794,Transmembrane gamma-carboxyglutamic acid protein 2 (Proline-rich gamma-carboxyglutamic acid protein 2) (Proline-rich Gla protein 2),PRRG2 PRGP2 TMG2
ENSP00000246801,Testis-specific serine kinase substrate (Testis-specific kinase substrate) (STK22 substrate 1),TSKS STK22S1 TSKS1
ENSP00000246802,Ribosome biogenesis protein NOP53 (Glioma tumor suppressor candidate region gene 2 protein) (Protein interacting with carboxyl terminus 1) (PICT-1) (p60),NOP53 GLT GLTSCR2 PICT1
ENSP00000246841,Leucine-rich repeat transmembrane protein FLRT1 (Fibronectin-like domain-containing leucine-rich transmembrane protein 1),FLRT1 UNQ752/PRO1483
ENSP00000246868,Ribosome maturation protein SBDS (Shwachman-Bodian-Diamond syndrome protein),SBDS CGI-97
ENSP00000246891,Alpha-S1-casein [Cleaved into: Casoxin-D],CSN1S1 CASA CSN1
ENSP00000246895,Statherin,STATH
ENSP00000246912,Max-like protein X (Class D basic helix-loop-helix protein 13) (bHLHd13) (Max-like bHLHZip protein) (Protein BigMax) (Transcription factor-like protein 4),MLX BHLHD13 TCFL4
ENSP00000246914,Serine/threonine-protein kinase WNK4 (EC 2.7.11.1) (Protein kinase lysine-deficient 4) (Protein kinase with no lysine 4),WNK4 PRKWNK4
ENSP00000246957,"Heat shock protein 75 kDa, mitochondrial (HSP 75) (TNFR-associated protein 1) (Tumor necrosis factor type 1 receptor-associated protein) (TRAP-1)",TRAP1 HSP75
ENSP00000247001,SURP and G-patch domain-containing protein 1 (RNA-binding protein RBP) (Splicing factor 4),SUGP1 SF4
ENSP00000247003,Probable ATP-dependent RNA helicase DDX49 (EC 3.6.4.13) (DEAD box protein 49),DDX49
ENSP00000247005,Embryonic growth/differentiation factor 1 (GDF-1),GDF1
ENSP00000247020,Stromal cell-derived factor 2 (SDF-2),SDF2
ENSP00000247026,Nuclear speckle splicing regulatory protein 1 (Coiled-coil domain-containing protein 55) (Nuclear speckle-related protein 70) (NSrp70),NSRP1 CCDC55 NSRP70
ENSP00000247153,Properdin (Complement factor P),CFP PFC
ENSP00000247178,Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L),ATG14 ATG14L KIAA0831
ENSP00000247182,Homeobox protein SIX1 (Sine oculis homeobox homolog 1),SIX1
ENSP00000247191,Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein) (HURP),DLGAP5 DLG7 KIAA0008
ENSP00000247194,Trans-3-hydroxy-L-proline dehydratase (EC 4.2.1.77) (Trans-L-3-hydroxyproline dehydratase),L3HYPDH C14orf149
ENSP00000247219,TATA box-binding protein-like 2 (TBP-like 2) (TATA box-binding protein-related factor 3) (TBP-related factor 3),TBPL2 TBP2 TRF3
ENSP00000247225,Sphingosine-1-phosphate phosphatase 1 (SPPase1) (Spp1) (hSPP1) (hSPPase1) (EC 3.1.3.-) (Sphingosine-1-phosphatase 1) (Sphingosine-1-phosphate phosphohydrolase 1) (SPP-1),SGPP1 SPP1
ENSP00000247226,Pleckstrin homology domain-containing family G member 3 (PH domain-containing family G member 3),PLEKHG3 KIAA0599
ENSP00000247270,Protein EVI2A (Ecotropic viral integration site 2A protein homolog) (EVI-2A),EVI2A EVDA EVI2
ENSP00000247271,Oligodendrocyte-myelin glycoprotein,OMG OMGP
ENSP00000247461,Calnexin (IP90) (Major histocompatibility complex class I antigen-binding protein p88) (p90),CANX
ENSP00000247470,Apoptosis-associated speck-like protein containing a CARD (hASC) (Caspase recruitment domain-containing protein 5) (PYD and CARD domain-containing protein) (Target of methylation-induced silencing 1),PYCARD ASC CARD5 TMS1
ENSP00000247665,14 kDa phosphohistidine phosphatase (EC 3.9.1.3) (Phosphohistidine phosphatase 1) (PHPT1) (Protein histidine phosphatase) (PHP) (Protein janus-A homolog),PHPT1 PHP14 CGI-202 HSPC141
ENSP00000247668,TNF receptor-associated factor 2 (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRAF2) (RING-type E3 ubiquitin transferase TRAF2) (Tumor necrosis factor type 2 receptor-associated protein 3),TRAF2 TRAP3
ENSP00000247815,DNA helicase B (hDHB) (EC 3.6.4.12),HELB
ENSP00000247843,YEATS domain-containing protein 4 (Glioma-amplified sequence 41) (Gas41) (NuMA-binding protein 1) (NuBI-1) (NuBI1),YEATS4 GAS41
ENSP00000247879,Taste receptor type 2 member 3 (T2R3),TAS2R3
ENSP00000247881,Taste receptor type 2 member 4 (T2R4),TAS2R4
ENSP00000247883,Taste receptor type 2 member 5 (T2R5),TAS2R5
ENSP00000247930,Zinc finger protein 777,ZNF777 KIAA1285
ENSP00000247933,Alpha-L-iduronidase (EC 3.2.1.76),IDUA
ENSP00000247956,Zinc finger protein 317,ZNF317 KIAA1588
ENSP00000247970,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1),PIN1
ENSP00000247977,F-box/LRR-repeat protein 12 (F-box and leucine-rich repeat protein 12) (F-box protein FBL12),FBXL12 FBL12
ENSP00000247986,Kinesin-like protein KIF17 (KIF3-related motor protein),KIF17 KIAA1405 KIF3X
ENSP00000247992,Putative inactive group IIC secretory phospholipase A2 (Phosphatidylcholine 2-acylhydrolase-like protein GIIC),PLA2G2C
ENSP00000248058,Olfactory receptor 7A10 (OST027) (Olfactory receptor OR19-18),OR7A10
ENSP00000248071,Krueppel-like factor 2 (Lung krueppel-like factor),KLF2 LKLF
ENSP00000248072,Olfactory receptor 7C2 (Olfactory receptor 19-18) (OR19-18) (Olfactory receptor 7C3) (Olfactory receptor OR19-22),OR7C2 OR7C3
ENSP00000248073,Olfactory receptor 7C1 (Olfactory receptor 7C4) (Olfactory receptor OR19-16) (Olfactory receptor TPCR86),OR7C1 OR7C4
ENSP00000248076,Proteinase-activated receptor 4 (PAR-4) (Coagulation factor II receptor-like 3) (Thrombin receptor-like 3),F2RL3 PAR4
ENSP00000248089,Host cell factor C1 regulator 1 (HCF-1 beta-propeller-interacting protein),HCFC1R1 HPIP
ENSP00000248098,Jupiter microtubule associated homolog 2 (Hematological and neurological expressed 1-like protein) (HN1-like protein),JPT2 C16orf34 HN1L L11
ENSP00000248114,FAD-linked sulfhydryl oxidase ALR (EC 1.8.3.2) (Augmenter of liver regeneration) (hERV1) (Hepatopoietin),GFER ALR HERV1 HPO
ENSP00000248121,Synaptogyrin-3,SYNGR3
ENSP00000248150,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13,GNG13
ENSP00000248211,Zinc finger protein 10 (Zinc finger protein KOX1),ZNF10 KOX1
ENSP00000248244,"TIR domain-containing adapter molecule 1 (TICAM-1) (Proline-rich, vinculin and TIR domain-containing protein B) (Putative NF-kappa-B-activating protein 502H) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (MyD88-3) (TIR domain-containing adapter protein inducing IFN-beta)",TICAM1 PRVTIRB TRIF
ENSP00000248248,Vacuolar fusion protein MON1 homolog B (HSV-1 stimulation-related gene 1 protein) (HSV-I stimulating-related protein),MON1B HSRG1 KIAA0872 SAND2
ENSP00000248306,Probable methyltransferase-like protein 25 (EC 2.1.1.-),METTL25 C12orf26
ENSP00000248342,Eukaryotic translation initiation factor 3 subunit K (eIF3k) (Eukaryotic translation initiation factor 3 subunit 12) (Muscle-specific gene M9 protein) (PLAC-24) (eIF-3 p25) (eIF-3 p28),EIF3K EIF3S12 ARG134 HSPC029 MSTP001 PTD001
ENSP00000248437,Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),TUBA4A TUBA1
ENSP00000248444,Villin-1,VIL1 VIL
ENSP00000248450,Angio-associated migratory cell protein,AAMP
ENSP00000248553,Heat shock protein beta-1 (HspB1) (28 kDa heat shock protein) (Estrogen-regulated 24 kDa protein) (Heat shock 27 kDa protein) (HSP 27) (Stress-responsive protein 27) (SRP27),HSPB1 HSP27 HSP28
ENSP00000248564,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,GNG11 GNGT11
ENSP00000248572,Guanine nucleotide-binding protein G(T) subunit gamma-T1 (Transducin gamma chain),GNGT1
ENSP00000248594,Tyrosine-protein phosphatase non-receptor type 12 (EC 3.1.3.48) (PTP-PEST) (Protein-tyrosine phosphatase G1) (PTPG1),PTPN12
ENSP00000248598,Fibroleukin (Fibrinogen-like protein 2) (pT49),FGL2
ENSP00000248600,Serine/threonine/tyrosine-interacting-like protein 1 (Dual specificity phosphatase inhibitor MK-STYX) (Dual specificity protein phosphatase 24) (Inactive dual specificity protein phosphatase MK-STYX) (Map kinase phosphatase-like protein MK-STYX),STYXL1 DUSP24 MKSTYX
ENSP00000248633,Peroxisomal ATPase PEX1 (EC 3.6.4.-) (Peroxin-1) (Peroxisome biogenesis disorder protein 1) (Peroxisome biogenesis factor 1),PEX1
ENSP00000248643,"Transcription termination factor 1, mitochondrial (Mitochondrial transcription termination factor 1) (mTERF) (mTERF1)",MTERF1 MTERF
ENSP00000248668,Leucine-rich repeat and fibronectin type III domain-containing protein 1 (Synaptic adhesion-like molecule 2),LRFN1 KIAA1484 SALM2
ENSP00000248706,Ras-like protein family member 11B (EC 3.6.5.2),RASL11B
ENSP00000248846,Gamma-tubulin complex component 6 (GCP-6),TUBGCP6 GCP6 KIAA1669
ENSP00000248879,Protein DGCR6L (DiGeorge syndrome critical region 6-like protein),DGCR6L
ENSP00000248901,"Cytohesin-4 (PH, SEC7 and coiled-coil domain-containing protein 4)",CYTH4 CYT4 PSCD4
ENSP00000248929,Small G protein signaling modulator 3 (Merlin-associated protein) (RUN and TBC1 domain-containing protein 3) (Rab-GTPase-activating protein-like protein) (RabGAPLP),SGSM3 MAP RABGAPLP RUTBC3
